species,country,region,farm,aroma,cupper_points,sweetness,clean_cup,uniformity,balance,body,acidity,aftertaste,flavor
Arabica,Mexico,"la concordia, chiapas",finca nueva linda,7.58,7.42,10.0,10.0,10.0,7.17,7.25,7.58,7.25,7.42
Arabica,Mexico,"sacún palma, municipio de chilón, chiapas",sacún palma,7.75,7.67,10.0,10.0,9.33,7.33,7.58,7.17,7.25,7.58
Arabica,United States (Hawaii),kona,,7.42,7.25,10.0,10.0,10.0,7.83,7.17,7.33,7.33,7.33
Arabica,Honduras,western region,various,7.5,7.33,10.0,10.0,10.0,7.33,7.5,7.42,7.08,7.42
Arabica,Guatemala,huehuetenango,la esperanza,7.42,7.42,10.0,10.0,10.0,7.33,7.42,7.5,7.08,7.42
Arabica,Taiwan,natou county,baishengcun coffee 百勝村咖啡莊園,7.42,7.25,10.0,10.0,10.0,7.25,7.33,7.67,7.25,7.42
Arabica,Costa Rica,turrialba,cafetalera aquiares,7.58,7.25,10.0,10.0,10.0,7.58,7.08,7.17,7.5,7.42
Arabica,"Tanzania, United Republic Of","oldeani , mongola",acacia hills,7.42,7.25,10.0,10.0,10.0,7.33,7.42,7.42,7.33,7.42
Arabica,Malawi,mzuzu,kavuzi,7.42,7.33,10.0,10.0,10.0,7.33,7.33,7.58,7.17,7.42
Arabica,Taiwan,natou county,jacob's estate 雅谷咖啡,7.33,7.0,9.33,10.0,10.0,8.25,8.33,7.08,7.08,7.17
Arabica,Brazil,south of minas,rio verde,7.42,7.33,10.0,10.0,10.0,7.25,7.5,7.33,7.33,7.42
Arabica,Guatemala,oriente,el morito,7.42,7.17,10.0,10.0,10.0,7.5,7.42,7.58,7.17,7.33
Arabica,Mexico,"la concordia, chiapas",union ramal santa cruz,7.67,7.33,10.0,10.0,10.0,7.42,6.75,7.5,7.42,7.5
Arabica,Mexico,la concordia,las nubes - pante don jaime,7.33,7.33,10.0,10.0,10.0,7.17,7.5,7.5,7.25,7.5
Arabica,Mexico,la concordia,santa cruz - pante don jaime,7.67,7.67,8.67,10.0,10.0,7.42,7.58,7.58,7.42,7.58
Arabica,Thailand,"doi chaang village, chiang rai, thialand","doi chaang coffee original co.,ltd",7.08,7.33,10.0,10.0,10.0,7.5,7.17,7.58,7.58,7.33
Arabica,Thailand,,doi tung development project,7.33,7.33,10.0,10.0,10.0,7.33,7.58,7.5,7.17,7.33
Arabica,Costa Rica,tarrazu,,7.25,7.25,10.0,10.0,10.0,7.75,7.5,7.33,7.33,7.17
Arabica,Guatemala,santa rosa,las delicias,7.67,7.58,10.0,10.0,9.33,7.42,7.33,7.42,7.17,7.58
Arabica,Nicaragua,jalapa,finca las marías,7.5,7.33,10.0,10.0,10.0,7.33,7.25,7.33,7.33,7.42
Arabica,Honduras,comayagua,las cuchillas,7.5,7.33,10.0,10.0,10.0,7.25,7.17,7.42,7.33,7.5
Arabica,Guatemala,santa rosa,las delicias,7.5,7.33,10.0,10.0,10.0,7.25,7.5,7.25,7.25,7.42
Arabica,Taiwan,古坑鄉荷包村尖山坑60號,谷泉咖啡莊園,7.5,7.33,10.0,10.0,10.0,7.25,7.58,7.08,7.33,7.42
Arabica,Myanmar,ywar ngan township,mixed,7.25,7.42,10.0,10.0,10.0,7.33,7.33,7.5,7.25,7.42
Arabica,Costa Rica,occidental,several,7.83,7.33,10.0,10.0,10.0,7.5,7.33,7.08,7.08,7.33
Arabica,Malawi,mzuzu,chinongo,7.67,7.33,10.0,10.0,10.0,7.17,7.5,7.5,6.92,7.42
Arabica,Guatemala,oriente,various,7.5,7.17,10.0,10.0,10.0,7.42,7.25,7.58,7.17,7.42
Arabica,Taiwan,natou county,good mood coffee 馨晴咖啡        ,7.42,7.5,9.33,10.0,10.0,7.5,7.42,7.33,7.67,7.33
Arabica,Brazil,sul de minas,pereira estate coffee,7.58,7.75,9.33,9.33,9.33,7.83,7.67,7.67,7.5,7.5
Arabica,Haiti,"dondon, haiti",mixed,7.42,7.33,10.0,10.0,10.0,7.33,7.42,7.42,7.25,7.33
Arabica,Taiwan,taichung xinshe 台中市新社區,xu yuan zhang 徐源漳,7.5,7.42,10.0,10.0,10.0,7.33,7.33,7.25,7.25,7.42
Arabica,Mexico,"la concordia, chiapas",nueva linda,7.33,7.25,10.0,10.0,10.0,7.5,7.5,7.42,7.17,7.33
Arabica,Mexico,amatenango de la frontera,productor independiente guadalupe victoria,7.58,7.17,10.0,10.0,10.0,7.33,7.33,7.42,7.25,7.42
Arabica,Mexico,temaxcalapa,santa maria temaxcalapa,7.42,7.08,10.0,10.0,10.0,8.0,7.17,7.42,7.17,7.25
Arabica,Mexico,manzanillo,canoa manzanillo,7.33,7.25,10.0,10.0,10.0,7.42,7.33,7.33,7.33,7.5
Arabica,Mexico,tapachula,hamburgo 7 arroyos,7.42,7.5,10.0,10.0,10.0,7.42,7.25,7.17,7.33,7.42
Arabica,Mexico,atoyac de alvarez,el romance azul,7.5,7.42,10.0,10.0,9.33,7.58,7.42,7.5,7.25,7.5
Arabica,Indonesia,ijen,"ijen highland, east java",7.75,7.17,10.0,10.0,10.0,7.33,7.58,7.33,7.17,7.17
Arabica,Brazil,sul de minas,sertao,7.5,7.17,10.0,10.0,10.0,7.33,7.5,7.42,7.17,7.42
Arabica,Guatemala,oriente,chiquimulja / alpha cafe / senfro,7.33,7.42,10.0,10.0,10.0,7.33,7.17,7.42,7.33,7.5
Arabica,Colombia,cauca,,7.42,7.33,10.0,10.0,10.0,7.33,7.42,7.42,7.17,7.42
Arabica,United States (Hawaii),kona,,7.33,7.33,10.0,10.0,9.33,7.83,7.5,7.5,7.33,7.33
Arabica,Mexico,veracruz,cafetal,7.58,7.25,10.0,10.0,10.0,7.33,7.5,7.33,7.08,7.33
Arabica,Guatemala,san marcos,nueva granada,7.42,7.42,10.0,10.0,10.0,7.25,7.33,7.58,7.08,7.33
Arabica,Brazil,cerrado,fazenda rio brilhante,7.33,7.5,10.0,10.0,10.0,7.42,6.83,7.33,7.5,7.5
Arabica,Honduras,marcala,cerro bueno,7.5,7.25,10.0,10.0,10.0,7.42,7.5,7.25,7.17,7.33
Arabica,Taiwan,苗栗三灣,山彎有機咖啡農場,7.83,7.08,10.0,10.0,10.0,7.08,7.08,7.17,7.42,7.75
Arabica,Malawi,mzuzu,chimpumba,7.58,7.42,10.0,10.0,10.0,7.42,7.08,7.42,7.33,7.17
Arabica,Brazil,south of minas,rio verde,7.25,7.42,10.0,10.0,10.0,7.33,7.33,7.17,7.42,7.5
Arabica,Guatemala,"san lucas toliman, solola",santo tomas pachuj,7.42,7.08,10.0,10.0,10.0,7.42,7.42,7.42,7.17,7.5
Arabica,Mexico,siltepec el triunfo,various,7.67,7.33,10.0,10.0,10.0,7.42,7.25,7.17,7.25,7.33
Arabica,Peru,puno,,7.42,7.25,10.0,10.0,10.0,7.42,7.42,7.33,7.17,7.42
Arabica,Guatemala,oriente,la union monte verde,7.42,7.08,10.0,10.0,10.0,7.5,7.42,7.42,7.25,7.33
Arabica,Mexico,"huazalingo, hidalgo",palantla,7.42,7.58,10.0,10.0,10.0,7.42,7.25,7.17,7.25,7.33
Arabica,Mexico,"coatepec, coatepec",los brujos,7.42,7.25,10.0,10.0,10.0,7.33,7.5,7.25,7.25,7.42
Arabica,Colombia,huila,,7.5,7.17,10.0,10.0,10.0,7.75,7.17,7.17,7.25,7.42
Arabica,Colombia,cauca,,7.75,7.33,10.0,10.0,10.0,7.25,7.33,7.0,7.42,7.33
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,7.83,6.92,10.0,10.0,10.0,7.5,7.58,7.58,7.0,7.0
Arabica,Colombia,huila,,7.5,7.25,10.0,10.0,10.0,7.42,7.33,7.17,7.33,7.33
Arabica,Honduras,comayagua,las cuchillas,7.5,7.33,10.0,10.0,10.0,7.33,7.5,7.17,7.0,7.5
Arabica,Mexico,veracruz,,7.67,7.17,10.0,10.0,10.0,7.08,7.58,7.42,7.0,7.42
Arabica,Brazil,cerrado,fazenda sacramento,7.25,7.33,10.0,10.0,10.0,7.42,7.33,7.33,7.33,7.33
Arabica,Honduras,marcala,bethel,7.58,7.42,10.0,10.0,10.0,7.17,7.17,7.42,7.17,7.42
Arabica,Brazil,mantiqueira de minas,sertao farm,7.17,7.42,10.0,10.0,10.0,7.33,7.42,7.25,7.42,7.33
Arabica,Philippines,"davao city, region 11",bacofa,7.08,7.33,10.0,10.0,10.0,7.5,7.33,7.33,7.42,7.33
Arabica,Malawi,mzuzu,usingini farm,7.75,7.25,10.0,10.0,10.0,7.25,7.33,7.33,7.08,7.33
Arabica,Honduras,san marcos,el cerron,7.33,7.33,10.0,10.0,10.0,7.33,7.5,7.33,7.17,7.33
Arabica,Mexico,tapachula,,7.58,7.25,10.0,10.0,10.0,7.25,7.25,7.33,7.25,7.42
Arabica,Mexico,veracruz,cruz verde,7.33,7.25,10.0,10.0,10.0,7.33,7.58,7.42,7.17,7.25
Arabica,Brazil,matas de minas        ,fazendas klem ltda,7.5,7.58,9.33,9.33,9.33,7.83,7.75,7.5,7.5,7.58
Arabica,Taiwan,"dongshan dist., tainan city 台南市東山區",jing jing café 晶晶坊青山咖啡教室,7.83,5.25,10.0,10.0,9.33,7.75,7.83,7.83,7.67,7.75
Arabica,Brazil,south of minas,rio verde,7.17,7.33,10.0,10.0,10.0,8.17,6.92,7.08,7.17,7.42
Arabica,Nicaragua,jinotega,cafetales santa matilde,7.08,7.5,10.0,10.0,10.0,7.25,7.42,7.17,7.33,7.5
Arabica,Honduras,marcala,cerro bueno,7.42,7.42,10.0,10.0,10.0,7.25,7.33,7.5,7.17,7.17
Arabica,Guatemala,huehuetenango,el injerto s.a.,7.33,7.33,10.0,10.0,10.0,7.33,7.42,7.25,7.17,7.42
Arabica,"Tanzania, United Republic Of",karatu ngorogoro,shangrilla estate,7.33,7.42,10.0,10.0,10.0,7.42,7.25,7.5,7.17,7.17
Arabica,Taiwan,nantou,jia jia coffee 佳佳咖啡莊,7.5,7.25,10.0,10.0,10.0,7.25,7.25,7.25,7.25,7.5
Arabica,Guatemala,"sacatepequez, guatemala",finca medina,7.5,7.08,10.0,10.0,10.0,7.25,7.0,7.58,7.5,7.33
Arabica,Mexico,motozintla,finca chanjul,7.42,7.5,10.0,10.0,9.33,7.42,7.5,7.33,7.33,7.42
Arabica,Nicaragua,"dipilto, nueva segovia",las promesas de san blass,7.33,7.25,10.0,10.0,10.0,7.17,7.58,7.17,7.17,7.5
Arabica,"Tanzania, United Republic Of","ruvuma, mbinga",mviwambi coffee farmers,7.67,7.17,10.0,10.0,10.0,7.17,7.5,7.33,7.17,7.17
Arabica,Mexico,"chiapas, jaltenango",exportadora café california,7.75,7.17,10.0,10.0,10.0,7.25,7.08,7.25,7.08,7.58
Arabica,Costa Rica,tres rios,el patalillo,7.5,7.42,10.0,10.0,10.0,7.17,7.08,7.17,7.33,7.5
Arabica,Honduras,central region,los hicaques,7.42,7.33,10.0,10.0,10.0,7.33,7.33,7.42,7.0,7.33
Arabica,Thailand,chiangrai,,6.83,7.42,10.0,10.0,10.0,7.42,7.5,7.17,7.42,7.42
Arabica,Philippines,corillera administrative,"irisan, baguio",7.25,7.25,10.0,10.0,10.0,7.5,7.58,7.08,7.25,7.25
Arabica,"Tanzania, United Republic Of",mbinga,ampcg,7.58,7.33,10.0,10.0,10.0,7.25,7.33,7.33,7.17,7.17
Arabica,Malawi,southern- zomba,makoka valley estate,7.58,7.25,10.0,10.0,10.0,7.33,7.33,7.08,7.33,7.25
Arabica,Costa Rica,central valley,various,7.33,7.25,10.0,10.0,10.0,7.58,7.33,7.25,7.33,7.08
Arabica,Brazil,monte carmelo,juliana,7.42,7.17,10.0,10.0,10.0,7.25,7.33,7.42,7.17,7.42
Arabica,Mexico,tapachula,,7.42,7.08,10.0,10.0,10.0,7.17,7.42,7.75,7.08,7.25
Arabica,Guatemala,oriente,finca quequesquez,7.42,7.25,10.0,10.0,10.0,7.42,7.25,7.25,7.33,7.25
Arabica,Brazil,south of minas,fazenda são sebastião,7.42,7.08,10.0,10.0,10.0,7.17,7.5,7.42,7.25,7.33
Arabica,United States (Hawaii),kona,,7.25,7.75,10.0,9.33,8.67,7.67,7.42,7.67,7.67,7.75
Arabica,Ethiopia,sidamo,,7.42,7.25,10.0,10.0,10.0,7.17,7.42,7.33,7.17,7.33
Arabica,Brazil,alta paulista (sao paulo),fazenda são josé mirante,7.58,7.33,9.33,10.0,9.33,7.58,7.75,7.25,7.5,7.42
Arabica,Nicaragua,jinotega,cafetales santa matilde,7.33,7.0,10.0,10.0,10.0,7.33,7.33,7.42,7.33,7.33
Arabica,United States,central america,,7.42,7.17,10.0,10.0,10.0,7.33,7.25,7.42,7.33,7.17
Arabica,"Tanzania, United Republic Of","iwala village, mbeya rural",mwalyego amcos,7.42,7.17,10.0,10.0,10.0,7.33,7.25,7.25,7.33,7.33
Arabica,Costa Rica,naranjo,santa laura,7.42,7.17,10.0,10.0,10.0,7.58,7.25,7.25,7.17,7.25
Arabica,United States (Puerto Rico),yauco region,hacienda caracolillo,7.67,8.5,10.0,10.0,6.67,7.67,7.58,7.58,7.67,7.75
Arabica,Mexico,san fernando,"san fernando, chiapas",7.25,7.25,10.0,10.0,10.0,7.33,7.17,7.33,7.33,7.42
Arabica,Mexico,santo reyes nopala,cafetal sinai,7.33,7.08,10.0,10.0,10.0,7.42,7.25,7.42,7.33,7.25
Arabica,Mexico,santa maria sitepec,,7.33,7.25,10.0,10.0,10.0,7.25,7.25,7.42,7.25,7.33
Arabica,Mexico,talpa de allende,el desmoronado,7.42,7.25,10.0,10.0,10.0,7.25,7.17,7.42,7.25,7.33
Arabica,United States (Hawaii),,,7.42,7.33,10.0,10.0,10.0,7.17,6.92,7.58,7.25,7.42
Arabica,Brazil,grama valley,cachoeira da grama farm,7.25,7.33,10.0,10.0,10.0,7.17,7.33,7.5,7.17,7.25
Arabica,El Salvador,apaneca,santa josefita,7.42,7.25,10.0,10.0,10.0,7.58,7.25,7.33,7.08,7.08
Arabica,Brazil,grama valley,cachoeira da grama farm,7.33,7.17,10.0,10.0,10.0,7.17,7.33,7.67,7.17,7.17
Arabica,Guatemala,norte,chapultepec,7.42,7.25,10.0,10.0,10.0,7.17,7.25,7.5,7.17,7.25
Arabica,Colombia,guayata,,7.67,7.75,10.0,10.0,10.0,7.75,7.67,5.25,7.42,7.5
Arabica,Guatemala,oriente,el papaturro,7.5,7.25,10.0,10.0,10.0,7.25,7.5,7.25,7.0,7.25
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",jing jing café 晶晶坊青山咖啡教室,7.25,7.33,10.0,10.0,10.0,7.33,7.5,7.25,7.17,7.17
Arabica,Honduras,san marcos,el cerron,7.42,7.33,10.0,10.0,10.0,7.17,7.25,7.33,7.25,7.25
Arabica,Brazil,cerrado,,7.67,7.75,10.0,6.67,10.0,7.75,7.83,7.75,7.83,7.75
Arabica,"Tanzania, United Republic Of",arusha,rural cooperative society,7.33,7.33,10.0,10.0,10.0,7.33,7.17,7.42,7.08,7.33
Arabica,Uganda,eastern,kapchorwa,7.33,7.42,10.0,10.0,10.0,7.42,7.42,7.33,7.17,6.92
Arabica,Taiwan,nantou,taiwan hao ka 台灣好咖莊園,7.5,7.25,10.0,10.0,10.0,7.33,7.33,7.33,7.33,6.92
Arabica,Thailand,thailand,doi tung development project,7.33,7.17,10.0,10.0,10.0,7.17,7.25,7.42,7.25,7.42
Arabica,Mexico,"motozintla, chiapas",finca el gavilancillo,7.08,7.25,10.0,10.0,10.0,7.25,7.42,7.33,7.33,7.33
Arabica,Mexico,adolfo lopez mateos,,7.58,7.5,10.0,10.0,8.0,7.5,7.58,7.67,7.5,7.67
Arabica,Taiwan,taiwan,八杞莊園,7.33,7.25,10.0,10.0,10.0,7.25,7.33,7.33,7.25,7.17
Arabica,Guatemala,oriente,la esperanza,7.67,7.5,9.33,9.33,9.33,7.5,7.67,7.58,7.33,7.67
Arabica,Kenya,kiambu,thiririka/maara,7.17,5.42,10.0,10.0,10.0,7.75,8.0,7.5,7.5,7.58
Arabica,Mexico,veracruz,finca monte azúl,7.5,7.33,10.0,10.0,9.33,7.33,7.5,7.42,7.17,7.33
Arabica,Myanmar,pyinoolwin,sithar coffee farm,7.17,7.42,10.0,10.0,10.0,7.0,7.33,7.58,7.0,7.42
Arabica,United States (Hawaii),kona,,7.42,7.25,10.0,10.0,10.0,7.25,7.58,7.17,7.17,7.08
Arabica,"Tanzania, United Republic Of","manyara, karatu",karatu estate,7.33,7.25,10.0,10.0,10.0,7.33,7.42,7.25,7.17,7.17
Arabica,Brazil,mantiqueira de minas,sertao farm,7.25,7.25,10.0,10.0,10.0,7.33,7.25,7.25,7.25,7.33
Arabica,Taiwan,台中新社,張文進莊園,7.92,6.75,10.0,10.0,10.0,7.08,7.08,7.08,7.33,7.67
Arabica,Brazil,south of minas,rio verde,7.17,7.33,10.0,10.0,10.0,7.33,7.25,7.25,7.17,7.42
Arabica,Nicaragua,matagalpa,,7.33,7.33,10.0,10.0,10.0,7.42,7.5,7.0,7.25,7.08
Arabica,Guatemala,jalapa,el morito,7.58,7.08,10.0,10.0,10.0,7.17,7.25,7.5,6.92,7.42
Arabica,Taiwan,taichung taiping 台中市太平區,bi yun si shi yi 碧云四十一咖啡坊,7.42,7.25,10.0,10.0,10.0,7.25,7.25,7.25,7.25,7.25
Arabica,Taiwan,nantou,bai he lin coffee 白鶴林咖啡莊園,7.25,7.17,10.0,10.0,10.0,8.08,7.08,7.08,7.08,7.17
Arabica,Taiwan,new taipei zhonghe 新北市中和區,heng lu coffee 橫鹿咖啡,7.42,7.25,10.0,10.0,10.0,7.25,7.25,7.25,7.25,7.25
Arabica,Mexico,ixhuatlan del cafe,"olotlan, el plan, criollo garnica",7.58,7.0,10.0,10.0,10.0,7.25,7.17,7.5,7.08,7.33
Arabica,Thailand,,doi tung development project,7.67,6.83,10.0,10.0,10.0,7.0,7.17,7.33,7.33,7.58
Arabica,Laos,"paksong,laos",savan coffee bean,7.42,7.33,10.0,10.0,10.0,7.25,7.17,7.17,7.17,7.33
Arabica,Guatemala,orient,several,7.67,7.08,10.0,10.0,10.0,7.25,7.17,7.33,7.08,7.25
Arabica,Mexico,motozintla,la victoria pante nubes,7.17,7.33,10.0,10.0,10.0,7.33,7.25,7.42,7.25,7.08
Arabica,Mexico,oaxaca,finca santa clara,7.33,7.17,10.0,10.0,10.0,7.17,7.25,7.33,7.33,7.25
Arabica,Mexico,veracruz,selva negra,7.5,7.25,10.0,10.0,10.0,7.17,7.17,7.25,7.33,7.17
Arabica,United States (Hawaii),kona,,7.42,7.0,10.0,10.0,10.0,7.5,7.33,7.25,7.0,7.33
Arabica,Colombia,huila,,7.33,7.33,10.0,10.0,10.0,7.67,7.33,6.83,7.0,7.33
Arabica,Brazil,monte carmelo,castelhana farm,7.17,7.25,10.0,10.0,10.0,7.58,7.25,7.17,7.08,7.25
Arabica,Myanmar,ywar ngan,myaing,6.92,7.17,10.0,10.0,10.0,7.08,7.5,7.58,7.0,7.5
Arabica,Guatemala,huehuetenango,finca los cerros y anexos,7.5,7.17,10.0,10.0,10.0,7.17,7.17,7.42,7.0,7.33
Arabica,Nicaragua,jinotega,cafetales santa matilde,7.25,7.25,10.0,10.0,10.0,7.25,7.33,7.25,7.17,7.25
Arabica,Honduras,"siguatepeque, comayagua",juan damaso,7.5,7.08,10.0,10.0,10.0,7.17,7.25,7.42,7.0,7.33
Arabica,Panama,boquete,elida estate,7.25,7.17,10.0,10.0,10.0,7.17,7.33,7.33,7.17,7.33
Arabica,Honduras,marcala,bethel,7.42,7.17,10.0,10.0,10.0,7.25,7.25,7.42,7.08,7.17
Arabica,Honduras,central region,los hicaques,7.25,7.0,10.0,10.0,10.0,7.33,7.25,7.5,7.08,7.33
Arabica,Costa Rica,san ramon,several,7.33,7.25,10.0,10.0,10.0,7.17,7.17,7.25,7.25,7.33
Arabica,Mexico,oaxaca,san josé y el portillo,7.58,7.5,10.0,9.33,9.33,7.5,7.5,7.25,7.42,7.33
Arabica,Haiti,haiti,2000 farms,7.42,7.25,10.0,10.0,10.0,7.33,7.08,7.25,7.42,7.0
Arabica,United States (Hawaii),kona,,7.08,6.92,10.0,10.0,10.0,7.67,7.33,7.25,7.17,7.33
Arabica,Taiwan,taiwan,胖胖糖,7.33,7.33,10.0,10.0,10.0,7.33,7.42,7.08,7.08,7.08
Arabica,Indonesia,sumatra brastagi,darmawi,7.58,7.33,10.0,9.33,9.33,7.5,7.5,7.67,7.0,7.42
Arabica,Guatemala,antigua,finca medina,7.67,7.0,10.0,10.0,10.0,7.17,7.42,7.17,6.83,7.42
Arabica,Costa Rica,tarrazu,gamboa,7.83,8.0,10.0,10.0,6.67,7.5,7.83,7.67,7.67,7.5
Arabica,Malawi,southern- zomba,makoka valley estate,7.5,7.17,10.0,10.0,10.0,7.17,7.25,7.17,7.17,7.25
Arabica,Mexico,"el desmoronado, talpan de allende jalisco","el desmoronado, talpan de allende jalisco",7.25,7.25,10.0,10.0,10.0,7.42,7.17,7.25,7.17,7.17
Arabica,Colombia,santander,,7.67,8.5,6.67,10.0,10.0,7.75,7.5,7.67,7.42,7.5
Arabica,Guatemala,"san lucas toliman, solola",santo tomas pachuj,7.67,7.33,10.0,10.0,10.0,7.0,7.0,7.5,7.0,7.17
Arabica,Guatemala,oriente,chiquimulja / alpha cafe / senfro,7.0,7.17,10.0,10.0,10.0,7.33,7.0,7.33,7.5,7.33
Arabica,Guatemala,oriente,chiquimulja / alpha cafe / senfro,7.0,7.33,10.0,10.0,10.0,7.17,7.17,7.17,7.33,7.5
Arabica,Colombia,,,7.17,7.25,10.0,10.0,10.0,7.42,7.08,7.42,7.08,7.25
Arabica,Brazil,monte carmelo,leticia farm,7.33,7.42,10.0,10.0,9.33,7.25,7.58,7.08,7.33,7.25
Arabica,Nicaragua,nueva segovia,los saltarines,7.08,7.33,10.0,10.0,10.0,7.0,7.42,7.25,7.0,7.5
Arabica,"Tanzania, United Republic Of",arusha,burka coffee estates,7.25,7.25,10.0,10.0,10.0,7.25,7.33,7.33,7.08,7.08
Arabica,Brazil,south of minas,rio verde,7.42,7.25,10.0,10.0,10.0,7.25,7.08,7.0,7.33,7.25
Arabica,Honduras,occidental,bsr,7.5,7.17,10.0,10.0,10.0,7.0,7.33,7.42,7.0,7.17
Arabica,Guatemala,huehuetenango,finca el naranjal,7.17,7.25,10.0,10.0,10.0,7.25,7.17,7.5,6.83,7.42
Arabica,United States (Hawaii),,,7.42,7.83,9.33,8.67,8.67,7.83,7.83,7.92,7.5,7.58
Arabica,Colombia,,,7.08,7.33,10.0,10.0,10.0,7.33,7.08,7.5,7.0,7.25
Arabica,Taiwan,taiwan,王秋金,7.17,7.17,10.0,10.0,10.0,7.25,7.17,7.42,7.17,7.17
Arabica,Guatemala,santa rosa,el guayabo,7.33,7.25,10.0,10.0,10.0,7.17,7.25,7.17,7.08,7.25
Arabica,Honduras,ocotepeque,la bendicion,7.58,7.0,10.0,10.0,10.0,7.08,7.33,7.17,7.0,7.33
Arabica,Mauritius,chamarel (south west),case noyale ltd,7.25,7.25,10.0,10.0,10.0,7.17,7.25,7.17,7.17,7.25
Arabica,Brazil,vale da grama,cachoeira da grama farm,7.25,7.33,10.0,10.0,9.33,7.25,7.33,7.5,7.17,7.33
Arabica,Myanmar,pyin oo lwin,mixed,7.17,7.08,10.0,10.0,10.0,7.08,7.25,7.42,7.17,7.33
Arabica,Guatemala,oriente,various,7.5,7.17,10.0,10.0,10.0,7.17,7.17,7.5,6.83,7.17
Arabica,Brazil,mantiqueira de minas,pereira estate coffee,7.42,7.42,10.0,9.33,9.33,7.5,7.67,7.33,7.08,7.42
Arabica,United States (Hawaii),kona,,7.42,7.17,10.0,10.0,8.67,7.42,7.58,7.58,7.33,7.33
Arabica,Guatemala,huehuetenango,barranca de las flores,7.5,6.67,10.0,10.0,10.0,7.0,7.17,7.67,7.0,7.5
Arabica,Mexico,zaragoza itundujia,peña negra,7.25,7.17,10.0,10.0,10.0,7.17,7.25,7.33,7.08,7.25
Arabica,Honduras,marcala,bethel,7.25,7.0,10.0,10.0,10.0,7.0,7.33,7.42,7.0,7.42
Arabica,Taiwan,南投國姓,春風咖啡,7.58,7.0,10.0,10.0,10.0,7.17,7.17,7.17,7.17,7.17
Arabica,El Salvador,"department of ahuachapan, municipality of apanecallamatepec mountain",finca la fany,7.33,7.25,10.0,10.0,10.0,7.17,7.33,7.08,7.08,7.17
Arabica,China,yunnan,alicia's farm,7.25,7.17,10.0,10.0,10.0,7.17,7.33,7.17,7.25,7.08
Arabica,Taiwan,nantou,guoxing farm coffee 國姓農場咖啡        ,7.25,7.0,10.0,10.0,10.0,7.25,7.25,7.25,7.17,7.25
Arabica,Mexico,pochutla,copalita,6.92,7.25,10.0,10.0,10.0,7.17,7.33,7.5,7.08,7.17
Arabica,Mexico,la concordia,,7.42,7.08,10.0,10.0,10.0,7.17,7.25,7.33,7.08,7.08
Arabica,Burundi,mumirwa,,7.08,7.33,10.0,10.0,10.0,7.08,7.08,7.33,7.17,7.25
Arabica,"Tanzania, United Republic Of",mkuu rombo,delfina farm,7.25,7.17,10.0,10.0,10.0,7.08,7.42,7.25,7.0,7.17
Arabica,"Tanzania, United Republic Of",arusha,kongoni estate,7.25,7.08,10.0,10.0,10.0,7.08,7.25,7.25,7.25,7.17
Arabica,Taiwan,taichung xinshe 台中市新社區,tokoffee莊園,7.25,7.0,10.0,10.0,10.0,7.25,7.25,7.25,7.08,7.25
Arabica,Guatemala,oriente,la castellana,7.33,7.17,10.0,10.0,10.0,7.17,7.0,7.5,6.83,7.33
Arabica,Mexico,chilón,,7.25,7.08,10.0,10.0,10.0,7.17,7.33,7.33,7.08,7.08
Arabica,United States (Hawaii),kona,,7.17,7.08,10.0,10.0,9.33,7.33,7.67,7.33,6.92,7.5
Arabica,Ethiopia,kelem welega,,7.25,7.08,10.0,9.33,9.33,8.0,7.5,7.33,7.25,7.25
Arabica,Brazil,cerrado - monte carmelo - minas gerais,são rafael_ ra/ras certified,7.17,7.25,10.0,10.0,10.0,7.0,7.0,7.08,7.42,7.33
Arabica,Honduras,comayagua,las moras,7.25,7.33,10.0,10.0,10.0,7.0,7.42,7.0,7.0,7.25
Arabica,Mexico,sierra madre occidental,cortapico,7.25,7.17,10.0,10.0,10.0,7.0,7.33,7.33,7.0,7.17
Arabica,Myanmar,"yauk sauk, shan state",waylead farms,8.0,6.83,10.0,10.0,10.0,6.92,7.08,7.33,7.0,7.08
Arabica,Myanmar,ywar ngan,thein kone,7.42,7.25,10.0,10.0,10.0,7.33,7.17,7.0,7.08,7.0
Arabica,Nicaragua,matagalpa,finca el consuelo,7.08,7.25,10.0,10.0,10.0,7.25,7.5,7.25,7.0,6.92
Arabica,United States (Hawaii),kona,,7.5,7.33,9.33,9.33,9.33,7.58,7.42,7.67,7.67,7.08
Arabica,Colombia,,,7.42,7.58,8.67,8.67,8.67,7.58,8.08,7.75,7.83,8.0
Arabica,Taiwan,chiayi fanlu嘉義縣番路鄉,weng hui ling 翁惠鈴,7.25,7.0,10.0,10.0,10.0,7.25,7.17,7.25,7.25,7.08
Arabica,Guatemala,oriente,several,7.0,7.25,10.0,10.0,10.0,7.17,7.0,7.33,7.33,7.17
Arabica,Mexico,"calnali, hidalgo",mirador,7.58,7.17,10.0,10.0,10.0,7.0,6.75,7.25,7.17,7.33
Arabica,Vietnam,dala,apollo estate,7.42,7.25,10.0,10.0,8.67,7.33,7.42,7.58,7.25,7.25
Arabica,Nicaragua,jinotega,los mesones,7.17,7.17,10.0,10.0,10.0,7.08,7.25,7.33,7.08,7.08
